date,datetime,event_type,event_name,sponsorship,address,event_id,event_url,rank,player_id,player_name,deck_id,card_id,card_name,count
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,41853,キュワワー,4
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,41837,ウッウ,2
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,41848,ヤミラミ,2
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,41692,かがやくリザードン,1
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,41770,カビゴン,2
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,42082,ドラピオンV,1
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,42828,マナフィ,1
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,40053,バトルVIPパス,4
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,42787,ネストボール,3
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,42800,ヒスイのヘビーボール,1
2023-04-16,2023-04-16 13:00:00,シティリーグ,シティリーグ2023 シーズン4 オープンリーグ,トーナメントセンターバトロコ　川崎駅前,神奈川県,109013,/event/detail/109013/result,1,0002513157,さっつん,SypUMX-WEzyx0-2M3SSX,43273,すごいつりざお,1
