date,datetime,event_type,event_name,sponsorship,address,event_id,event_url,rank,player_id,player_name,deck_id,card_id,card_name,count
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42208,ルギアV,4
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42209,ルギアVSTAR,3
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42211,アーケオス,4
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,41346,ネオラントV,2
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,39264,ムーランドV,1
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,38762,イベルタル,1
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,41692,かがやくリザードン,1
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42290,マナフィ,1
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42484,ノコッチ,1
2022-12-20,2022-12-20 11:00:00,シティリーグ,シティリーグ2023 シーズン2 オープンリーグ,青馬堂本店,神奈川県,46081,/event/detail/46081/result,1,0036099906,xkogachanx,nnL9Lg-ZDxt9t-nngngg,42460,バケッチャ,1
