date,datetime,event_type,event_name,sponsorship,address,event_id,event_url,rank,player_id,player_name,deck_id,card_id,card_name,count
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42171,ルギアV,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42172,ルギアVSTAR,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42175,アーケオス,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,38461,ルギア,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41415,レジギガス,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,38427,ゼラオラ,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41546,かがやくサーナイト,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,39685,バケッチャ,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41113,クロバットV,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41905,ネオラントV,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41117,クイックボール,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41333,ハイパーボール,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41118,しんかのおこう,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41313,こだわりベルト,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,40870,博士の研究（ナナカマド博士）,2
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41131,マリィ,2
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42025,セレナ,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,39924,バーネット博士,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41318,ボスの指令（アカギ）,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41000,崩れたスタジアム,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41132,頂への雪道,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,40328,パワフル無色エネルギー,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42029,Vガードエネルギー,2
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,40331,キャプチャーエネルギー,2
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,41904,ギフトエネルギー,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,40330,オーロラエネルギー,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,39244,ツインエネルギー,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,1,0000858595,あり,4J88D8-Y0HHgb-cxx8c8,42028,ダブルターボエネルギー,2
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,42172,ルギアVSTAR,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,42171,ルギアV,4
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,42175,アーケオス,3
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,38762,イベルタル,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,41870,ドラピオンV,1
2022-10-23,2022-10-23 10:00:00,シティリーグ,シティリーグ2023 シーズン1 オープンリーグ,トレカショップNISHIKI,宮崎県,31625,/event/detail/31625/result,2,0014155871,syo,yyypXM-EncWLx-MSyMpp,40620,ライコウV,1
